,iso2,year,sex,age,count
27364,TJ,2004,F,25-34,59.0
27365,TJ,2004,F,35-44,41.0
27366,TJ,2004,F,45-54,23.0
27367,TJ,2004,F,55-64,17.0
27368,TJ,2004,F,>65,16.0
27369,TJ,2005,M,<14,8.0
27370,TJ,2005,M,15-24,308.0
27371,TJ,2005,M,25-34,279.0
27372,TJ,2005,M,35-44,164.0
27373,TJ,2005,M,45-54,104.0
27374,TJ,2005,M,55-64,54.0
27375,TJ,2005,M,>65,48.0
27376,TJ,2005,F,<14,26.0
27377,TJ,2005,F,15-24,225.0
27378,TJ,2005,F,25-34,185.0
27379,TJ,2005,F,35-44,151.0
27380,TJ,2005,F,45-54,89.0
27381,TJ,2005,F,55-64,43.0
27382,TJ,2005,F,>65,53.0
27383,TJ,2007,M,<14,13.0
27384,TJ,2007,M,15-24,413.0
27385,TJ,2007,M,25-34,361.0
27386,TJ,2007,M,35-44,194.0
27387,TJ,2007,M,45-54,132.0
27388,TJ,2007,M,55-64,63.0
27389,TJ,2007,M,>65,65.0
27390,TJ,2007,F,<14,21.0
27391,TJ,2007,F,15-24,329.0
27392,TJ,2007,F,25-34,243.0
27393,TJ,2007,F,35-44,154.0
27394,TJ,2007,F,45-54,92.0
27395,TJ,2007,F,55-64,61.0
27396,TJ,2007,F,>65,87.0
27397,TJ,2008,M,<14,7.0
27398,TJ,2008,M,15-24,437.0
27399,TJ,2008,M,25-34,358.0
27400,TJ,2008,M,35-44,165.0
27401,TJ,2008,M,45-54,113.0
27402,TJ,2008,M,55-64,52.0
27403,TJ,2008,M,>65,64.0
27404,TJ,2008,F,<14,25.0
27405,TJ,2008,F,15-24,290.0
27406,TJ,2008,F,25-34,211.0
27407,TJ,2008,F,35-44,121.0
27408,TJ,2008,F,45-54,101.0
27409,TJ,2008,F,55-64,40.0
27410,TJ,2008,F,>65,73.0
27411,TK,2008,M,15-24,10.0
27412,TK,2008,M,25-34,10.0
27413,TK,2008,M,35-44,4.0
27414,TK,2008,M,45-54,9.0
27415,TK,2008,M,55-64,4.0
27416,TK,2008,F,15-24,13.0
27417,TK,2008,F,25-34,6.0
27418,TK,2008,F,35-44,5.0
27419,TK,2008,F,45-54,6.0
27420,TK,2008,F,55-64,3.0
27421,TK,2008,F,>65,4.0
27422,TL,2002,M,<14,13.0
27423,TL,2002,M,15-24,119.0
27424,TL,2002,M,25-34,145.0
27425,TL,2002,M,35-44,119.0
27426,TL,2002,M,45-54,107.0
27427,TL,2002,M,55-64,58.0
27428,TL,2002,M,>65,35.0
27429,TL,2002,F,<14,20.0
27430,TL,2002,F,15-24,118.0
27431,TL,2002,F,25-34,124.0
27432,TL,2002,F,35-44,88.0
27433,TL,2002,F,45-54,91.0
27434,TL,2002,F,55-64,40.0
27435,TL,2002,F,>65,13.0
27436,TL,2003,M,<14,5.0
27437,TL,2003,M,15-24,130.0
27438,TL,2003,M,25-34,135.0
27439,TL,2003,M,35-44,107.0
27440,TL,2003,M,45-54,98.0
27441,TL,2003,M,55-64,66.0
27442,TL,2003,M,>65,41.0
27443,TL,2003,F,<14,13.0
27444,TL,2003,F,15-24,98.0
27445,TL,2003,F,25-34,116.0
27446,TL,2003,F,35-44,76.0
27447,TL,2003,F,45-54,76.0
27448,TL,2003,F,55-64,43.0
27449,TL,2003,F,>65,17.0
27450,TL,2004,M,<14,5.0
27451,TL,2004,M,15-24,133.0
27452,TL,2004,M,25-34,134.0
27453,TL,2004,M,35-44,95.0
27454,TL,2004,M,45-54,99.0
27455,TL,2004,M,55-64,65.0
27456,TL,2004,M,>65,48.0
27457,TL,2004,F,<14,19.0
27458,TL,2004,F,15-24,109.0
27459,TL,2004,F,25-34,116.0
27460,TL,2004,F,35-44,83.0
27461,TL,2004,F,45-54,51.0
27462,TL,2004,F,55-64,27.0
27463,TL,2004,F,>65,16.0
27464,TL,2005,M,<14,8.0
27465,TL,2005,M,15-24,136.0
27466,TL,2005,M,25-34,149.0
27467,TL,2005,M,35-44,116.0
27468,TL,2005,M,45-54,119.0
27469,TL,2005,M,55-64,52.0
27470,TL,2005,M,>65,47.0
27471,TL,2005,F,<14,8.0
27472,TL,2005,F,15-24,127.0
27473,TL,2005,F,25-34,90.0
27474,TL,2005,F,35-44,76.0
27475,TL,2005,F,45-54,60.0
27476,TL,2005,F,55-64,18.0
27477,TL,2005,F,>65,29.0
27478,TL,2006,M,<14,1.0
27479,TL,2006,M,15-24,128.0
27480,TL,2006,M,25-34,115.0
27481,TL,2006,M,35-44,103.0
27482,TL,2006,M,45-54,75.0
27483,TL,2006,M,55-64,48.0
27484,TL,2006,M,>65,49.0
27485,TL,2006,F,<14,8.0
27486,TL,2006,F,15-24,102.0
27487,TL,2006,F,25-34,76.0
27488,TL,2006,F,35-44,82.0
27489,TL,2006,F,45-54,63.0
27490,TL,2006,F,55-64,34.0
27491,TL,2006,F,>65,23.0
27492,TL,2007,M,<14,4.0
27493,TL,2007,M,15-24,128.0
27494,TL,2007,M,25-34,129.0
27495,TL,2007,M,35-44,89.0
27496,TL,2007,M,45-54,77.0
27497,TL,2007,M,55-64,69.0
27498,TL,2007,M,>65,65.0
27499,TL,2007,F,<14,10.0
27500,TL,2007,F,15-24,120.0
27501,TL,2007,F,25-34,98.0
27502,TL,2007,F,35-44,89.0
27503,TL,2007,F,45-54,76.0
27504,TL,2007,F,55-64,36.0
27505,TL,2007,F,>65,31.0
27506,TL,2008,M,<14,6.0
27507,TL,2008,M,15-24,115.0
27508,TL,2008,M,25-34,88.0
27509,TL,2008,M,35-44,93.0
27510,TL,2008,M,45-54,73.0
27511,TL,2008,M,55-64,52.0
27512,TL,2008,M,>65,54.0
27513,TL,2008,F,<14,4.0
27514,TL,2008,F,15-24,87.0
27515,TL,2008,F,25-34,72.0
27516,TL,2008,F,35-44,85.0
27517,TL,2008,F,45-54,67.0
27518,TL,2008,F,55-64,35.0
27519,TL,2008,F,>65,36.0
27520,TM,1995,M,<14,1.0
27521,TM,1995,M,15-24,11.0
27522,TM,1995,M,25-34,188.0
27523,TM,1995,M,45-54,79.0
27524,TM,1995,M,55-64,30.0
27525,TM,1995,F,<14,2.0
27526,TM,1995,F,15-24,15.0
27527,TM,1995,F,25-34,146.0
27528,TM,1995,F,45-54,47.0
27529,TM,1995,F,55-64,25.0
27530,TM,1996,M,15-24,15.0
27531,TM,1996,M,25-34,114.0
27532,TM,1996,M,35-44,101.0
27533,TM,1996,M,45-54,44.0
27534,TM,1996,M,55-64,37.0
27535,TM,1996,M,>65,23.0
27536,TM,1996,F,<14,2.0
27537,TM,1996,F,15-24,12.0
27538,TM,1996,F,25-34,75.0
27539,TM,1996,F,35-44,72.0
27540,TM,1996,F,45-54,25.0
27541,TM,1996,F,55-64,19.0
27542,TM,1996,F,>65,18.0
27543,TM,1997,M,<14,2.0
27544,TM,1997,M,15-24,14.0
27545,TM,1997,M,25-34,208.0
27546,TM,1997,M,35-44,77.0
27547,TM,1997,M,45-54,90.0
27548,TM,1997,M,55-64,69.0
27549,TM,1997,M,>65,10.0
27550,TM,1997,F,15-24,10.0
27551,TM,1997,F,25-34,95.0
27552,TM,1997,F,35-44,75.0
27553,TM,1997,F,45-54,47.0
27554,TM,1997,F,55-64,45.0
27555,TM,1997,F,>65,22.0
27556,TM,1998,M,15-24,100.0
27557,TM,1998,M,25-34,210.0
27558,TM,1998,M,35-44,131.0
27559,TM,1998,M,45-54,64.0
27560,TM,1998,M,55-64,48.0
27561,TM,1998,M,>65,12.0
27562,TM,1998,F,<14,2.0
27563,TM,1998,F,15-24,59.0
27564,TM,1998,F,25-34,69.0
27565,TM,1998,F,35-44,43.0
27566,TM,1998,F,45-54,28.0
27567,TM,1998,F,55-64,16.0
27568,TM,1998,F,>65,8.0
27569,TM,1999,M,<14,5.0
27570,TM,1999,M,15-24,129.0
27571,TM,1999,M,25-34,225.0
27572,TM,1999,M,35-44,174.0
27573,TM,1999,M,45-54,77.0
27574,TM,1999,M,55-64,43.0
27575,TM,1999,M,>65,17.0
27576,TM,1999,F,<14,2.0
27577,TM,1999,F,15-24,51.0
27578,TM,1999,F,25-34,103.0
27579,TM,1999,F,35-44,65.0
27580,TM,1999,F,45-54,32.0
27581,TM,1999,F,55-64,27.0
27582,TM,1999,F,>65,14.0
27583,TM,2000,M,<14,16.0
27584,TM,2000,M,15-24,103.0
27585,TM,2000,M,25-34,185.0
27586,TM,2000,M,35-44,144.0
27587,TM,2000,M,45-54,127.0
27588,TM,2000,M,55-64,31.0
27589,TM,2000,M,>65,21.0
27590,TM,2000,F,<14,19.0
27591,TM,2000,F,15-24,73.0
27592,TM,2000,F,25-34,140.0
27593,TM,2000,F,35-44,76.0
27594,TM,2000,F,45-54,31.0
27595,TM,2000,F,55-64,34.0
27596,TM,2000,F,>65,17.0
27597,TM,2001,M,<14,1.0
27598,TM,2001,M,15-24,169.0
27599,TM,2001,M,25-34,295.0
27600,TM,2001,M,35-44,196.0
27601,TM,2001,M,45-54,93.0
27602,TM,2001,M,55-64,46.0
27603,TM,2001,M,>65,21.0
27604,TM,2001,F,<14,3.0
27605,TM,2001,F,15-24,113.0
27606,TM,2001,F,25-34,137.0
27607,TM,2001,F,35-44,70.0
27608,TM,2001,F,45-54,40.0
27609,TM,2001,F,55-64,32.0
27610,TM,2001,F,>65,27.0
27611,TM,2002,M,<14,2.0
27612,TM,2002,M,15-24,164.0
27613,TM,2002,M,25-34,249.0
27614,TM,2002,M,35-44,224.0
27615,TM,2002,M,45-54,112.0
27616,TM,2002,M,55-64,38.0
27617,TM,2002,M,>65,21.0
27618,TM,2002,F,<14,3.0
27619,TM,2002,F,15-24,113.0
27620,TM,2002,F,25-34,143.0
27621,TM,2002,F,35-44,74.0
27622,TM,2002,F,45-54,57.0
27623,TM,2002,F,55-64,34.0
27624,TM,2002,F,>65,20.0
27625,TM,2003,M,<14,3.0
27626,TM,2003,M,15-24,148.0
27627,TM,2003,M,25-34,265.0
27628,TM,2003,M,35-44,212.0
27629,TM,2003,M,45-54,112.0
27630,TM,2003,M,55-64,37.0
27631,TM,2003,M,>65,14.0
27632,TM,2003,F,<14,5.0
27633,TM,2003,F,15-24,94.0
27634,TM,2003,F,25-34,139.0
27635,TM,2003,F,35-44,84.0
27636,TM,2003,F,45-54,42.0
27637,TM,2003,F,55-64,21.0
27638,TM,2003,F,>65,21.0
27639,TM,2004,M,15-24,129.0
27640,TM,2004,M,25-34,250.0
27641,TM,2004,M,35-44,174.0
27642,TM,2004,M,45-54,123.0
27643,TM,2004,M,55-64,37.0
27644,TM,2004,M,>65,12.0
27645,TM,2004,F,<14,2.0
27646,TM,2004,F,15-24,90.0
27647,TM,2004,F,25-34,128.0
27648,TM,2004,F,35-44,68.0
27649,TM,2004,F,45-54,45.0
27650,TM,2004,F,55-64,26.0
27651,TM,2004,F,>65,19.0
27652,TM,2005,M,<14,2.0
27653,TM,2005,M,15-24,148.0
27654,TM,2005,M,25-34,181.0
27655,TM,2005,M,35-44,146.0
27656,TM,2005,M,45-54,97.0
27657,TM,2005,M,55-64,51.0
27658,TM,2005,M,>65,13.0
27659,TM,2005,F,<14,3.0
27660,TM,2005,F,15-24,100.0
27661,TM,2005,F,25-34,101.0
27662,TM,2005,F,35-44,72.0
27663,TM,2005,F,45-54,46.0
27664,TM,2005,F,55-64,27.0
27665,TM,2005,F,>65,8.0
27666,TM,2006,M,15-24,140.0
27667,TM,2006,M,25-34,273.0
27668,TM,2006,M,35-44,191.0
27669,TM,2006,M,45-54,120.0
27670,TM,2006,M,55-64,33.0
27671,TM,2006,M,>65,18.0
27672,TM,2006,F,<14,5.0
27673,TM,2006,F,15-24,107.0
27674,TM,2006,F,25-34,115.0
27675,TM,2006,F,35-44,72.0
27676,TM,2006,F,45-54,34.0
27677,TM,2006,F,55-64,24.0
27678,TM,2006,F,>65,23.0
27679,TM,2007,M,<14,2.0
27680,TM,2007,M,15-24,176.0
27681,TM,2007,M,25-34,272.0
27682,TM,2007,M,35-44,224.0
27683,TM,2007,M,45-54,137.0
27684,TM,2007,M,55-64,56.0
27685,TM,2007,M,>65,23.0
27686,TM,2007,F,<14,6.0
27687,TM,2007,F,15-24,129.0
27688,TM,2007,F,25-34,132.0
27689,TM,2007,F,35-44,81.0
27690,TM,2007,F,45-54,69.0
27691,TM,2007,F,55-64,36.0
27692,TM,2007,F,>65,35.0
27693,TM,2008,M,<14,3.0
27694,TM,2008,M,15-24,176.0
27695,TM,2008,M,25-34,235.0
27696,TM,2008,M,35-44,201.0
27697,TM,2008,M,45-54,164.0
27698,TM,2008,M,55-64,56.0
27699,TM,2008,M,>65,24.0
27700,TM,2008,F,<14,4.0
27701,TM,2008,F,15-24,126.0
27702,TM,2008,F,25-34,146.0
27703,TM,2008,F,35-44,81.0
27704,TM,2008,F,45-54,56.0
27705,TM,2008,F,55-64,29.0
27706,TM,2008,F,>65,30.0
27707,TN,1998,M,<14,11.0
27708,TN,1998,M,15-24,134.0
27709,TN,1998,M,25-34,206.0
27710,TN,1998,M,35-44,155.0
27711,TN,1998,M,45-54,108.0
27712,TN,1998,M,55-64,88.0
27713,TN,1998,M,>65,95.0
27714,TN,1998,F,<14,12.0
27715,TN,1998,F,15-24,80.0
27716,TN,1998,F,25-34,65.0
27717,TN,1998,F,35-44,43.0
27718,TN,1998,F,45-54,39.0
27719,TN,1998,F,55-64,43.0
27720,TN,1998,F,>65,26.0
27721,TN,1999,M,<14,18.0
27722,TN,1999,M,15-24,137.0
27723,TN,1999,M,25-34,221.0
27724,TN,1999,M,35-44,181.0
27725,TN,1999,M,45-54,106.0
27726,TN,1999,M,55-64,88.0
27727,TN,1999,M,>65,129.0
27728,TN,1999,F,<14,15.0
27729,TN,1999,F,15-24,80.0
27730,TN,1999,F,25-34,76.0
27731,TN,1999,F,35-44,62.0
27732,TN,1999,F,45-54,40.0
27733,TN,1999,F,55-64,29.0
27734,TN,1999,F,>65,53.0
27735,TN,2000,M,<14,16.0
27736,TN,2000,M,15-24,139.0
27737,TN,2000,M,25-34,208.0
27738,TN,2000,M,35-44,156.0
27739,TN,2000,M,45-54,109.0
27740,TN,2000,M,55-64,65.0
27741,TN,2000,M,>65,101.0
27742,TN,2000,F,<14,7.0
27743,TN,2000,F,15-24,68.0
27744,TN,2000,F,25-34,59.0
27745,TN,2000,F,35-44,43.0
27746,TN,2000,F,45-54,21.0
27747,TN,2000,F,55-64,21.0
27748,TN,2000,F,>65,58.0
27749,TN,2001,M,<14,23.0
27750,TN,2001,M,15-24,141.0
27751,TN,2001,M,25-34,185.0
27752,TN,2001,M,35-44,157.0
27753,TN,2001,M,45-54,103.0
27754,TN,2001,M,55-64,83.0
27755,TN,2001,M,>65,100.0
27756,TN,2001,F,<14,9.0
27757,TN,2001,F,15-24,62.0
27758,TN,2001,F,25-34,42.0
27759,TN,2001,F,35-44,47.0
27760,TN,2001,F,45-54,30.0
27761,TN,2001,F,55-64,42.0
27762,TN,2001,F,>65,53.0
27763,TN,2002,M,<14,1.0
27764,TN,2002,M,15-24,112.0
27765,TN,2002,M,25-34,184.0
27766,TN,2002,M,35-44,153.0
27767,TN,2002,M,45-54,99.0
27768,TN,2002,M,55-64,67.0
27769,TN,2002,M,>65,65.0
27770,TN,2002,F,<14,6.0
27771,TN,2002,F,15-24,55.0
27772,TN,2002,F,25-34,50.0
27773,TN,2002,F,35-44,36.0
27774,TN,2002,F,45-54,28.0
27775,TN,2002,F,55-64,34.0
27776,TN,2002,F,>65,37.0
27777,TN,2003,M,<14,3.0
27778,TN,2003,M,15-24,100.0
27779,TN,2003,M,25-34,164.0
27780,TN,2003,M,35-44,129.0
27781,TN,2003,M,45-54,95.0
27782,TN,2003,M,55-64,66.0
27783,TN,2003,M,>65,74.0
27784,TN,2003,F,<14,7.0
27785,TN,2003,F,15-24,57.0
27786,TN,2003,F,25-34,56.0
27787,TN,2003,F,35-44,36.0
27788,TN,2003,F,45-54,34.0
27789,TN,2003,F,55-64,24.0
27790,TN,2003,F,>65,33.0
27791,TN,2004,M,<14,9.0
27792,TN,2004,M,15-24,100.0
27793,TN,2004,M,25-34,181.0
27794,TN,2004,M,35-44,128.0
27795,TN,2004,M,45-54,123.0
27796,TN,2004,M,55-64,62.0
27797,TN,2004,M,>65,91.0
27798,TN,2004,F,<14,7.0
27799,TN,2004,F,15-24,44.0
27800,TN,2004,F,25-34,55.0
27801,TN,2004,F,35-44,39.0
27802,TN,2004,F,45-54,47.0
27803,TN,2004,F,55-64,19.0
27804,TN,2004,F,>65,39.0
27805,TN,2005,M,<14,5.0
27806,TN,2005,M,15-24,103.0
27807,TN,2005,M,25-34,172.0
27808,TN,2005,M,35-44,133.0
27809,TN,2005,M,45-54,115.0
27810,TN,2005,M,55-64,53.0
27811,TN,2005,M,>65,81.0
27812,TN,2005,F,<14,7.0
27813,TN,2005,F,15-24,66.0
27814,TN,2005,F,25-34,61.0
27815,TN,2005,F,35-44,39.0
27816,TN,2005,F,45-54,36.0
27817,TN,2005,F,55-64,16.0
27818,TN,2005,F,>65,28.0
27819,TN,2006,M,<14,5.0
27820,TN,2006,M,15-24,125.0
27821,TN,2006,M,25-34,174.0
27822,TN,2006,M,35-44,119.0
27823,TN,2006,M,45-54,111.0
27824,TN,2006,M,55-64,58.0
27825,TN,2006,M,>65,85.0
27826,TN,2006,F,<14,3.0
27827,TN,2006,F,15-24,53.0
27828,TN,2006,F,25-34,52.0
27829,TN,2006,F,35-44,33.0
27830,TN,2006,F,45-54,33.0
27831,TN,2006,F,55-64,33.0
27832,TN,2006,F,>65,38.0
27833,TN,2007,M,<14,1.0
27834,TN,2007,M,15-24,124.0
27835,TN,2007,M,25-34,171.0
27836,TN,2007,M,35-44,117.0
27837,TN,2007,M,45-54,104.0
27838,TN,2007,M,55-64,71.0
27839,TN,2007,M,>65,75.0
27840,TN,2007,F,<14,11.0
27841,TN,2007,F,15-24,69.0
27842,TN,2007,F,25-34,54.0
27843,TN,2007,F,35-44,42.0
27844,TN,2007,F,45-54,28.0
27845,TN,2007,F,55-64,29.0
27846,TN,2007,F,>65,45.0
27847,TN,2008,M,<14,6.0
27848,TN,2008,M,15-24,130.0
27849,TN,2008,M,25-34,188.0
27850,TN,2008,M,35-44,118.0
27851,TN,2008,M,45-54,125.0
27852,TN,2008,M,55-64,80.0
27853,TN,2008,M,>65,59.0
27854,TN,2008,F,<14,7.0
27855,TN,2008,F,15-24,68.0
27856,TN,2008,F,25-34,57.0
27857,TN,2008,F,35-44,35.0
27858,TN,2008,F,45-54,24.0
27859,TN,2008,F,55-64,18.0
27860,TN,2008,F,>65,52.0
27861,TO,1995,M,15-24,1.0
27862,TO,1995,M,55-64,1.0
27863,TO,1995,M,>65,2.0
27864,TO,1995,F,25-34,1.0
27865,TO,1995,F,35-44,1.0
27866,TO,1995,F,55-64,2.0
27867,TO,1995,F,>65,1.0
27868,TO,1996,M,15-24,1.0
27869,TO,1996,M,25-34,1.0
27870,TO,1996,M,35-44,2.0
27871,TO,1996,M,55-64,6.0
27872,TO,1996,F,15-24,1.0
27873,TO,1996,F,25-34,1.0
27874,TO,1996,F,35-44,1.0
27875,TO,1996,F,55-64,1.0
27876,TO,1996,F,>65,2.0
27877,TO,1997,M,15-24,2.0
27878,TO,1997,M,25-34,1.0
27879,TO,1997,M,35-44,1.0
27880,TO,1997,M,55-64,1.0
27881,TO,1997,M,>65,2.0
27882,TO,1997,F,15-24,4.0
27883,TO,1997,F,45-54,1.0
27884,TO,1998,M,15-24,2.0
27885,TO,1998,M,25-34,3.0
27886,TO,1998,M,35-44,1.0
27887,TO,1998,M,45-54,2.0
27888,TO,1998,M,55-64,1.0
27889,TO,1998,M,>65,2.0
27890,TO,1998,F,<14,1.0
27891,TO,1998,F,15-24,1.0
27892,TO,1998,F,55-64,1.0
27893,TO,1998,F,>65,2.0
27894,TO,1999,M,15-24,1.0
27895,TO,1999,M,45-54,1.0
27896,TO,1999,M,55-64,3.0
27897,TO,1999,M,>65,2.0
27898,TO,1999,F,15-24,1.0
27899,TO,1999,F,55-64,2.0
27900,TO,2000,M,15-24,2.0
27901,TO,2000,M,25-34,1.0
27902,TO,2000,M,35-44,1.0
27903,TO,2000,M,55-64,1.0
27904,TO,2000,M,>65,5.0
27905,TO,2000,F,15-24,1.0
27906,TO,2000,F,25-34,1.0
27907,TO,2000,F,35-44,1.0
27908,TO,2000,F,55-64,1.0
27909,TO,2000,F,>65,1.0
27910,TO,2001,M,25-34,1.0
27911,TO,2001,M,55-64,2.0
27912,TO,2001,M,>65,1.0
27913,TO,2001,F,25-34,2.0
27914,TO,2001,F,35-44,1.0
27915,TO,2001,F,45-54,1.0
27916,TO,2002,M,15-24,1.0
27917,TO,2002,M,45-54,4.0
27918,TO,2002,M,>65,10.0
27919,TO,2002,F,15-24,1.0
27920,TO,2002,F,25-34,1.0
27921,TO,2002,F,35-44,1.0
27922,TO,2002,F,55-64,1.0
27923,TO,2002,F,>65,4.0
27924,TO,2003,M,15-24,1.0
27925,TO,2003,M,25-34,1.0
27926,TO,2003,M,35-44,1.0
27927,TO,2003,M,45-54,1.0
27928,TO,2003,M,>65,2.0
27929,TO,2003,F,15-24,1.0
27930,TO,2003,F,35-44,1.0
27931,TO,2003,F,45-54,1.0
27932,TO,2003,F,55-64,2.0
27933,TO,2005,M,15-24,2.0
27934,TO,2005,M,25-34,1.0
27935,TO,2005,M,45-54,2.0
27936,TO,2005,M,55-64,1.0
27937,TO,2005,F,15-24,2.0
27938,TO,2005,F,25-34,1.0
27939,TO,2005,F,55-64,2.0
27940,TO,2006,M,15-24,1.0
27941,TO,2006,M,45-54,1.0
27942,TO,2006,M,55-64,2.0
27943,TO,2006,M,>65,4.0
27944,TO,2006,F,15-24,1.0
27945,TO,2006,F,25-34,1.0
27946,TO,2006,F,35-44,2.0
27947,TO,2006,F,>65,2.0
27948,TO,2007,M,15-24,2.0
27949,TO,2007,M,25-34,1.0
27950,TO,2007,M,55-64,1.0
27951,TO,2007,M,>65,5.0
27952,TO,2007,F,15-24,3.0
27953,TO,2007,F,25-34,1.0
27954,TO,2007,F,35-44,1.0
27955,TO,2008,M,15-24,2.0
27956,TO,2008,M,35-44,2.0
27957,TO,2008,M,45-54,2.0
27958,TO,2008,M,55-64,1.0
27959,TO,2008,M,>65,1.0
27960,TO,2008,F,45-54,1.0
27961,TO,2008,F,55-64,2.0
27962,TR,2004,M,15-24,50.0
27963,TR,2004,M,25-34,38.0
27964,TR,2004,M,35-44,50.0
27965,TR,2004,M,45-54,41.0
27966,TR,2004,M,55-64,28.0
27967,TR,2004,M,>65,19.0
27968,TR,2004,F,<14,2.0
27969,TR,2004,F,15-24,24.0
27970,TR,2004,F,25-34,21.0
27971,TR,2004,F,35-44,8.0
27972,TR,2004,F,45-54,4.0
27973,TR,2004,F,55-64,7.0
27974,TR,2004,F,>65,6.0
27975,TR,2005,M,<14,33.0
27976,TR,2005,M,15-24,1148.0
27977,TR,2005,M,25-34,1295.0
27978,TR,2005,M,35-44,1028.0
27979,TR,2005,M,45-54,963.0
27980,TR,2005,M,55-64,534.0
27981,TR,2005,M,>65,429.0
27982,TR,2005,F,<14,50.0
27983,TR,2005,F,15-24,699.0
27984,TR,2005,F,25-34,474.0
27985,TR,2005,F,35-44,243.0
27986,TR,2005,F,45-54,175.0
27987,TR,2005,F,55-64,166.0
27988,TR,2005,F,>65,213.0
27989,TR,2006,M,<14,40.0
27990,TR,2006,M,15-24,1212.0
27991,TR,2006,M,25-34,1391.0
27992,TR,2006,M,35-44,1003.0
27993,TR,2006,M,45-54,1045.0
27994,TR,2006,M,55-64,575.0
27995,TR,2006,M,>65,473.0
27996,TR,2006,F,<14,56.0
27997,TR,2006,F,15-24,769.0
27998,TR,2006,F,25-34,507.0
27999,TR,2006,F,35-44,235.0
28000,TR,2006,F,45-54,155.0
28001,TR,2006,F,55-64,149.0
28002,TR,2006,F,>65,256.0
28003,TR,2007,M,<14,50.0
28004,TR,2007,M,15-24,1091.0
28005,TR,2007,M,25-34,1245.0
28006,TR,2007,M,35-44,984.0
28007,TR,2007,M,45-54,978.0
28008,TR,2007,M,55-64,571.0
28009,TR,2007,M,>65,512.0
28010,TR,2007,F,<14,63.0
28011,TR,2007,F,15-24,708.0
28012,TR,2007,F,25-34,531.0
28013,TR,2007,F,35-44,246.0
28014,TR,2007,F,45-54,165.0
28015,TR,2007,F,55-64,128.0
28016,TR,2007,F,>65,255.0
28017,TR,2008,M,<14,48.0
28018,TR,2008,M,15-24,940.0
28019,TR,2008,M,25-34,1090.0
28020,TR,2008,M,35-44,953.0
28021,TR,2008,M,45-54,947.0
28022,TR,2008,M,55-64,607.0
28023,TR,2008,M,>65,453.0
28024,TR,2008,F,<14,57.0
28025,TR,2008,F,15-24,653.0
28026,TR,2008,F,25-34,485.0
28027,TR,2008,F,35-44,233.0
28028,TR,2008,F,45-54,152.0
28029,TR,2008,F,55-64,139.0
28030,TR,2008,F,>65,236.0
28031,TT,1995,M,<14,2.0
28032,TT,1995,M,15-24,6.0
28033,TT,1995,M,25-34,15.0
28034,TT,1995,M,35-44,10.0
28035,TT,1995,M,45-54,12.0
28036,TT,1995,M,55-64,7.0
28037,TT,1995,M,>65,4.0
28038,TT,1995,F,15-24,6.0
28039,TT,1995,F,25-34,4.0
28040,TT,1995,F,35-44,2.0
28041,TT,1995,F,45-54,5.0
28042,TT,1995,F,55-64,3.0
28043,TT,1996,M,15-24,4.0
28044,TT,1996,M,25-34,7.0
28045,TT,1996,M,35-44,9.0
28046,TT,1996,M,45-54,9.0
28047,TT,1996,M,55-64,6.0
28048,TT,1996,M,>65,6.0
28049,TT,1996,F,15-24,5.0
28050,TT,1996,F,25-34,5.0
28051,TT,1996,F,35-44,5.0
28052,TT,1996,F,45-54,1.0
28053,TT,1996,F,55-64,1.0
28054,TT,1996,F,>65,1.0
28055,TT,1998,M,15-24,9.0
28056,TT,1998,M,25-34,12.0
28057,TT,1998,M,35-44,21.0
28058,TT,1998,M,45-54,14.0
28059,TT,1998,M,55-64,9.0
28060,TT,1998,M,>65,8.0
28061,TT,1998,F,<14,1.0
28062,TT,1998,F,15-24,5.0
28063,TT,1998,F,25-34,3.0
28064,TT,1998,F,35-44,5.0
28065,TT,1998,F,45-54,2.0
28066,TT,1998,F,55-64,5.0
28067,TT,1998,F,>65,4.0
28068,TT,1999,M,15-24,11.0
28069,TT,1999,M,25-34,18.0
28070,TT,1999,M,35-44,13.0
28071,TT,1999,M,45-54,8.0
28072,TT,1999,M,55-64,5.0
28073,TT,1999,M,>65,6.0
28074,TT,1999,F,15-24,4.0
28075,TT,1999,F,25-34,6.0
28076,TT,1999,F,35-44,7.0
28077,TT,1999,F,45-54,3.0
28078,TT,1999,F,55-64,4.0
28079,TT,1999,F,>65,1.0
28080,TT,2000,M,15-24,7.0
28081,TT,2000,M,25-34,18.0
28082,TT,2000,M,35-44,27.0
28083,TT,2000,M,45-54,17.0
28084,TT,2000,M,55-64,7.0
28085,TT,2000,M,>65,7.0
28086,TT,2000,F,15-24,5.0
28087,TT,2000,F,25-34,7.0
28088,TT,2000,F,35-44,9.0
28089,TT,2000,F,45-54,5.0
28090,TT,2000,F,55-64,2.0
28091,TT,2000,F,>65,4.0
28092,TT,2001,M,<14,5.0
28093,TT,2001,M,15-24,10.0
28094,TT,2001,M,25-34,21.0
28095,TT,2001,M,35-44,36.0
28096,TT,2001,M,45-54,24.0
28097,TT,2001,M,55-64,17.0
28098,TT,2001,M,>65,18.0
28099,TT,2001,F,<14,5.0
28100,TT,2001,F,15-24,10.0
28101,TT,2001,F,25-34,11.0
28102,TT,2001,F,35-44,15.0
28103,TT,2001,F,45-54,9.0
28104,TT,2001,F,55-64,9.0
28105,TT,2001,F,>65,8.0
